pair;timeframe;strategy;tp;threshold;to;stochT;sl;againstCrowd;positions;profit;drawdown;long;winratio;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;meanholdtime;hitTo;hitTp;hitSl;stringCodedParams;stringCodedPositions;stringCodedResult;
USDCHF;216;SSIStochStrategy_V0;0,24;0,19;12600000;25200000;0,2;True;41;0,00819999999999999;-0,00500000000000034;0,51219512195122;0,51219512195122;0,75;-0,00144736842105262;0,00169999999999999;0,000205;0,000873416935293263;0,000776204273881722;0,00177678783201595;243;20;10;10;pair:USDCHF|timeframe:216|strategy:SSIStochStrategy_V0|tp:0,24|threshold:0,19|to:12600000|stochT:25200000|sl:0,2|againstCrowd:True;L:1447279851919:1,0044:1447292452919:1,0028|S:1447293187919:1,0027:1447305788919:1,0033|S:1447306867919:1,0032:1447315232919:1,0053|L:1447320629919:1,0032:1447333230919:1,0046|L:1447339395919:1,0025:1447340430919:1,0004|S:1447341131919:1,0024:1447349089919:1|L:1447349090919:0,9999:1447353213919:1,0024|S:1447355508919:1,0021:1447363039919:0,9997|S:1447379063919:1,0016:1447391948919:1,0017|S:1447394460919:1,0018:1447403736919:1,0039|L:1447403761919:1,0038:1447411628919:1,0016|L:1447411979919:1,0014:1447422443919:1,0039|L:1447422444919:1,004:1447424192919:1,0065|L:1447424193919:1,0065:1447434878919:1,009|S:1447434954919:1,0091:1447447555919:1,0075|L:1447448440919:1,0071:1447630457919:1,0083|S:1447630768919:1,0078:1447643369919:1,0078|S:1447643717919:1,0073:1447656318919:1,0067|L:1447657330919:1,0058:1447669931919:1,0061|S:1447691116919:1,0073:1447694654919:1,0094|L:1447701293919:1,0096:1447713894919:1,0099|L:1447721539919:1,0095:1447734140919:1,0108|L:1447741782919:1,0116:1447754383919:1,0112|S:1447756309919:1,0116:1447767006919:1,0137|S:1447775832919:1,0152:1447788433919:1,0147|L:1447806042919:1,0145:1447818643919:1,0166|L:1447831205919:1,0157:1447834509919:1,0136|S:1447854505919:1,0163:1447859125919:1,0184|S:1447859126919:1,0183:1447863225919:1,0204|S:1447866573919:1,02:1447873439919:1,0221|S:1447873795919:1,0193:1447886396919:1,02|S:1447886397919:1,0197:1447895740919:1,0172|L:1447898037919:1,0165:1447910638919:1,0158|L:1447911884919:1,0162:1447921528919:1,0187|S:1447922667919:1,0181:1447935268919:1,017|S:1447937994919:1,0186:1447942839919:1,0159|L:1447949106919:1,0143:1447961707919:1,0128|L:1447962992919:1,013:1447975593919:1,0133|S:1447976184919:1,0136:1447988785919:1,0138|L:1448001129919:1,0129:1448006132919:1,0154|L:1448010574919:1,0142:1448056740919:1,0136|;positions:41|profit:0,00819999999999999|drawdown:-0,00500000000000034|long:0,51219512195122|winratio:0,51219512195122|positivedaysratio:0,75|meanloss:-0,00144736842105262|meanwin:0,00169999999999999|meantrade:0,000205|stddeviationwin:0,000873416935293263|stddeviationloss:0,000776204273881722|stddeviation:0,00177678783201595|meanholdtime:243|hitTo:20|hitTp:10|hitSl:10;
