pair;timeframe;strategy;postT;preT;threshold;tp;sl;followTrend;name;positions;profit;drawdown;long;winratio;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;meanholdtime;hitSl;hitTp;hitTo;stringCodedParams;stringCodedPositions;stringCodedResult;
USDCHF;2160;MomentumStrategy_V0;9300000;660000;0,13;0,51;0,51;False;MomentumStrategy_V0;247;0,0521;-0,00410000000000021;0,493927125506073;0,546558704453441;0,71875;-0,00173831775700934;0,0017637037037037;0,000215289256198347;0,00138289055336238;0,00173354182629566;0,00232820775761354;158;9;12;222;pair:USDCHF|timeframe:2160|strategy:MomentumStrategy_V0|postT:9300000|preT:660000|threshold:0,13|tp:0,51|sl:0,51|followTrend:False|name:MomentumStrategy_V0;L:1443485435435:0,9735:1443494745435:0,9727|L:1443507015435:0,9709:1443516325435:0,9725|S:1443511075435:0,9711:1443520385435:0,9728|L:1443517905435:0,9703:1443527215435:0,9717|S:1443520725435:0,9735:1443530035435:0,9739|L:1443527245435:0,9714:1443536555435:0,9713|S:1443532865435:0,9736:1443542175435:0,9714|L:1443537865435:0,9712:1443547175435:0,972|S:1443543315435:0,972:1443552625435:0,9722|L:1443552835435:0,9716:1443562145435:0,9712|S:1443595965435:0,9742:1443605275435:0,9729|S:1443615575435:0,9756:1443624885435:0,9761|L:1443616275435:0,9746:1443625585435:0,9759|S:1443625345435:0,9773:1443634655435:0,9744|L:1443625785435:0,9754:1443635095435:0,9748|L:1443685445435:0,9764:1443694755435:0,9779|S:1443691215435:0,9777:1443700525435:0,9788|L:1443706375435:0,9768:1443715685435:0,9745|S:1443708935435:0,9746:1443718245435:0,9765|L:1443773725435:0,9771:1443783035435:0,9794|L:1443789005435:0,9754:1443790215435:0,966|L:1443790245435:0,9658:1443798455435:0,971|S:1443793595435:0,9665:1443802905435:0,9694|L:1443799505435:0,969:1443808815435:0,9715|S:1443804825435:0,9706:1443812405435:0,9705|L:1444009685435:0,9698:1444018995435:0,9711|S:1444028625435:0,9727:1444037935435:0,9697|L:1444029285435:0,971:1444038595435:0,9698|S:1444042145435:0,972:1444051455435:0,9745|S:1444054395435:0,9756:1444063705435:0,9759|L:1444057465435:0,9745:1444066775435:0,9753|L:1444115205435:0,9739:1444124515435:0,9746|S:1444135205435:0,9738:1444143475435:0,9687|L:1444134055435:0,9732:1444144125435:0,9681|L:1444145245435:0,9675:1444154555435:0,9682|S:1444201645435:0,9682:1444210955435:0,9685|S:1444215265435:0,9676:1444224575435:0,9679|L:1444215925435:0,9662:1444225235435:0,9681|S:1444225585435:0,9691:1444234895435:0,9725|L:1444228345435:0,9717:1444237655435:0,9728|S:1444236165435:0,9738:1444245475435:0,9728|L:1444287655435:0,9702:1444296965435:0,9668|S:1444289975435:0,9673:1444299285435:0,9671|S:1444305025435:0,9692:1444314335435:0,9699|L:1444315535435:0,9683:1444324845435:0,9654|S:1444327215435:0,9674:1444336525435:0,9663|L:1444327485435:0,9643:1444336795435:0,9661|S:1444370455435:0,9674:1444376915435:0,9624|L:1444374175435:0,9634:1444383485435:0,9627|L:1444387185435:0,9598:1444396495435:0,9614|S:1444392345435:0,9616:1444401655435:0,9622|L:1444403545435:0,961:1444412855435:0,9603|S:1444636225435:0,9613:1444645535435:0,9609|L:1444641445435:0,96:1444650755435:0,9602|S:1444662835435:0,9622:1444672145435:0,9617|S:1444695415435:0,9642:1444704725435:0,9636|L:1444715975435:0,9613:1444725285435:0,9615|S:1444724915435:0,9595:1444734225435:0,9596|L:1444729465435:0,9595:1444738775435:0,9589|L:1444738865435:0,9583:1444748175435:0,9602|S:1444745095435:0,9602:1444754405435:0,9586|L:1444806275435:0,9557:1444815585435:0,9561|S:1444821575435:0,9569:1444830885435:0,9552|L:1444825815435:0,9529:1444835125435:0,9526|S:1444830905435:0,9554:1444839525435:0,9505|L:1444846215435:0,9494:1444855525435:0,9494|L:1444893015435:0,9484:1444902325435:0,9488|S:1444893805435:0,9497:1444903115435:0,9498|S:1444912285435:0,9522:1444921595435:0,9506|L:1444917835435:0,953:1444927145435:0,9491|S:1444921985435:0,9513:1444931295435:0,9511|S:1444979705435:0,953:1444989015435:0,953|S:1444990255435:0,9548:1444995555435:0,9499|L:1444994895435:0,951:1445004205435:0,952|S:1444996205435:0,9514:1445005515435:0,9516|L:1445007745435:0,9508:1445017055435:0,9509|S:1445008635435:0,9527:1445017945435:0,9509|L:1445241985435:0,953:1445251295435:0,9573|S:1445247485435:0,9569:1445256795435:0,9559|L:1445258215435:0,9549:1445267525435:0,9558|S:1445266735435:0,9575:1445276045435:0,956|L:1445267565435:0,9555:1445276875435:0,9565|L:1445328625435:0,9528:1445337935435:0,9502|S:1445352335435:0,9549:1445361645435:0,9552|S:1445362875435:0,9567:1445372185435:0,9568|L:1445411145435:0,9554:1445419295435:0,9604|S:1445410445435:0,9565:1445419935435:0,9581|L:1445419945435:0,9581:1445429255435:0,9572|S:1445426425435:0,9586:1445435735435:0,9579|L:1445429455435:0,9566:1445438765435:0,9586|S:1445438775435:0,9586:1445448085435:0,957|L:1445439685435:0,9564:1445448995435:0,9569|S:1445498235435:0,9605:1445507545435:0,963|S:1445516835435:0,9632:1445518755435:0,9699|S:1445518765435:0,9699:1445528075435:0,9703|L:1445518945435:0,9698:1445528255435:0,97|S:1445531165435:0,9727:1445540475435:0,9736|L:1445531835435:0,9713:1445541145435:0,9731|L:1445584315435:0,9715:1445593625435:0,9729|S:1445584705435:0,9734:1445594015435:0,9734|S:1445598995435:0,9755:1445608655435:0,9785|L:1445599895435:0,9747:1445609205435:0,9777|S:1445608665435:0,9786:1445617975435:0,9776|L:1445609285435:0,9773:1445618595435:0,977|S:1445619585435:0,9786:1445626805435:0,9799|L:1445844005435:0,9763:1445853315435:0,9792|S:1445848745435:0,9778:1445858055435:0,9809|S:1445865495435:0,9839:1445874805435:0,9819|L:1445867355435:0,9817:1445876665435:0,9819|S:1445932085435:0,9821:1445941395435:0,9838|L:1445948165435:0,983:1445957475435:0,9844|S:1445949675435:0,9832:1445958985435:0,9846|S:1445963185435:0,9856:1445972495435:0,9862|L:1445965275435:0,9855:1445974585435:0,9869|L:1446022695435:0,9848:1446032005435:0,9837|L:1446049305435:0,9841:1446055615435:0,9892|S:1446047895435:0,9845:1446056125435:0,9902|S:1446056135435:0,9902:1446058135435:0,9955|S:1446058165435:0,9954:1446067475435:0,9945|L:1446058845435:0,9943:1446068155435:0,994|L:1446103025435:0,9927:1446112335435:0,9907|L:1446117815435:0,9889:1446127125435:0,9902|S:1446122475435:0,9909:1446131785435:0,9909|L:1446127245435:0,9897:1446136555435:0,9919|S:1446134305435:0,992:1446143615435:0,9907|S:1446190315435:0,9906:1446199625435:0,9877|L:1446190925435:0,9891:1446200235435:0,9875|S:1446204125435:0,9885:1446213435435:0,9893|L:1446208225435:0,9878:1446217535435:0,9858|S:1446220295435:0,9868:1446229605435:0,9872|L:1446220925435:0,9849:1446230235435:0,988|S:1446452695435:0,9878:1446462005435:0,9858|L:1446459615435:0,9871:1446468925435:0,986|L:1446479985435:0,9838:1446489295435:0,9855|S:1446480645435:0,9852:1446489955435:0,9857|L:1446534355435:0,9849:1446543665435:0,9886|S:1446538765435:0,9867:1446548075435:0,9888|S:1446549465435:0,9897:1446558775435:0,9912|S:1446564235435:0,9922:1446573545435:0,991|L:1446572035435:0,9904:1446581345435:0,9904|S:1446575695435:0,9918:1446585005435:0,9906|L:1446713415435:0,9947:1446722725435:0,9963|S:1446718135435:0,9972:1446727445435:0,9955|S:1446730875435:0,996:1446740185435:0,9963|L:1446739785435:0,9962:1446749095435:0,9966|L:1446751005435:0,9955:1446760315435:0,9953|S:1446816605435:0,9994:1446817325435:1,0047|S:1446817335435:1,0047:1446826645435:1,0048|L:1446819975435:1,0049:1446829285435:1,005|L:1447055475435:1,0021:1447064785435:1,0032|S:1447056585435:1,0017:1447065895435:1,0028|S:1447083405435:1,0051:1447092715435:1,0021|L:1447085155435:1,0032:1447094465435:1,0031|L:1447145855435:1,0028:1447155165435:1,0047|S:1447159835435:1,0051:1447169145435:1,0067|S:1447169935435:1,0075:1447179245435:1,0072|S:1447229425435:1,0048:1447238735435:1,0053|S:1447241075435:1,0062:1447250385435:1,0053|L:1447257495435:1,0042:1447266805435:1,0044|S:1447317175435:1,007:1447326485435:1,0049|L:1447318795435:1,0066:1447328105435:1,0046|L:1447338895435:1,0025:1447348205435:1,0012|S:1447341085435:1,0022:1447350395435:1,0007|L:1447361405435:0,9998:1447370815435:1,0007|L:1447421425435:1,001:1447424135435:1,0062|S:1447422105435:1,0024:1447430165435:1,0076|L:1447424815435:1,0049:1447434125435:1,0086|S:1447430285435:1,0079:1447439595435:1,009|L:1447632395435:1,0066:1447641705435:1,0075|L:1447659945435:1,0047:1447669255435:1,0065|S:1447767065435:1,0141:1447776375435:1,0145|L:1447834595435:1,0135:1447843905435:1,0137|S:1447862755435:1,0199:1447872065435:1,0185|S:1447873225435:1,0208:1447882535435:1,0194|L:1447873885435:1,019:1447883195435:1,0194|L:1447897545435:1,0152:1447906855435:1,016|S:1447898205435:1,0166:1447907515435:1,0158|S:1447937535435:1,0187:1447946845435:1,0159|L:1447942345435:1,0173:1447951655435:1,0134|S:1447952045435:1,0144:1447961355435:1,0128|L:1448010005435:1,0148:1448049605435:1,0136|S:1448007885435:1,0161:1448049615435:1,0136|L:1448355615435:1,0169:1448364925435:1,017|S:1448390315435:1,0164:1448399625435:1,0162|S:1449050505435:1,0272:1449059815435:1,0263|L:1449052095435:1,0275:1449061405435:1,0267|S:1449062195435:1,0279:1449071505435:1,0297|S:1449077265435:1,0281:1449078475435:1,0228|L:1449072205435:1,0282:1449079065435:1,0228|S:1449079755435:1,0237:1449085695435:1,0185|L:1449079085435:1,0226:1449088395435:1,0191|L:1449502335435:1,0016:1449511645435:1,0013|S:1449504755435:1,0017:1449514065435:1,0015|L:1449561675435:0,9981:1449570985435:0,9984|S:1449579465435:0,996:1449588775435:0,9928|L:1449580665435:0,9939:1449589975435:0,9934|S:1449590455435:0,9944:1449599765435:0,9929|S:1449649015435:0,9935:1449658325435:0,9905|L:1449649945435:0,9917:1449659255435:0,9902|L:1449668885435:0,9878:1449678195435:0,9869|S:1449671625435:0,9876:1449680935435:0,9877|L:1449681645435:0,9864:1449770975435:0,9883|S:1449826685435:0,9882:1449835995435:0,9874|L:1449829565435:0,9884:1449838875435:0,9871|L:1449841265435:0,9869:1449845775435:0,9814|L:1449845865435:0,9813:1449855175435:0,9831|S:1449846075435:0,9825:1449855385435:0,9829|S:1450082145435:0,9869:1450091455435:0,9845|L:1450083155435:0,9858:1450092505435:0,9827|L:1450092695435:0,9824:1450102005435:0,9829|S:1450099805435:0,982:1450109115435:0,9807|L:1450105875435:0,9816:1450115185435:0,9829|S:1450112105435:0,9816:1450121415435:0,9841|S:1450123785435:0,9862:1450133095435:0,9852|L:1450164935435:0,9806:1450174245435:0,9828|S:1450167285435:0,9815:1450176595435:0,983|S:1450180235435:0,9848:1450189545435:0,9861|L:1450189045435:0,9854:1450195145435:0,9905|S:1450190175435:0,9874:1450199485435:0,9925|L:1450250145435:0,9885:1450259455435:0,9903|S:1450267455435:0,9908:1450276765435:0,9884|L:1450271695435:0,9901:1450281005435:0,9872|S:1450279225435:0,9863:1450288535435:0,986|L:1450282125435:0,9863:1450291435435:0,9837|L:1450293205435:0,9845:1450297245435:0,9897|S:1450292405435:0,9857:1450298125435:0,9911|S:1450298215435:0,9919:1450307675435:0,9936|L:1450298515435:0,9893:1450307825435:0,9934|S:1450307695435:0,9934:1450317005435:0,9937|L:1450336125435:0,9941:1450345435435:0,9955|S:1450347915435:0,9976:1450357225435:0,9963|L:1450348605435:0,9965:1450357915435:0,9964|L:1450360875435:0,9946:1450370185435:0,9976|S:1450362275435:0,9962:1450371585435:0,9987|S:1450426285435:0,9946:1450435595435:0,9951|L:1450427855435:0,9959:1450437165435:0,9961|S:1450448175435:0,9964:1450457485435:0,9942|L:1450450865435:0,9944:1450460175435:0,9946|S:1450684045435:0,9931:1450693355435:0,9958|S:1450694215435:0,9967:1450703525435:0,9945|L:1450710175435:0,9923:1450719485435:0,9919|L:1450775085435:0,9913:1450784395435:0,9905|L:1450789315435:0,9896:1450798625435:0,9875|S:1450860965435:0,9913:1450870275435:0,9891|L:1450881115435:0,9912:1450890425435:0,9942|S:1450881985435:0,9923:1450891295435:0,9945|L:1450947055435:0,9867:1450956365435:0,9861|;positions:247|profit:0,0521|drawdown:-0,00410000000000021|long:0,493927125506073|winratio:0,546558704453441|positivedaysratio:0,71875|meanloss:-0,00173831775700934|meanwin:0,0017637037037037|meantrade:0,000215289256198347|stddeviationwin:0,00138289055336238|stddeviationloss:0,00173354182629566|stddeviation:0,00232820775761354|meanholdtime:158|hitSl:9|hitTp:12|hitTo:222;
USDCHF;2160;MomentumStrategy_V0;9300000;660000;0,13;0,51;0,51;False;MomentumStrategy_V0;164;0,00390000000000013;-0,0113000000000001;0,518292682926829;0,518292682926829;0,633333333333333;-0,00186455696202531;0,00177882352941176;2,37804878048788E-05;0,00131767121826591;0,00178134055441569;0,0023963606248846;169;8;6;148;pair:USDCHF|timeframe:2160|strategy:MomentumStrategy_V0|postT:9300000|preT:660000|threshold:0,13|tp:0,51|sl:0,51|followTrend:False|name:MomentumStrategy_V0;L:1443508685435:0,97:1443518045435:0,9703|S:1443511085435:0,9711:1443520445435:0,9729|L:1443527285435:0,9714:1443536645435:0,9715|S:1443528125435:0,9732:1443537485435:0,9721|L:1443537845435:0,9712:1443547205435:0,972|S:1443538805435:0,9727:1443548165435:0,9718|L:1443553085435:0,9714:1443562445435:0,9709|S:1443595925435:0,9743:1443605285435:0,9729|S:1443615605435:0,9758:1443624965435:0,9759|L:1443616445435:0,974:1443626045435:0,976|S:1443691205435:0,9777:1443700565435:0,9788|L:1443706565435:0,9766:1443715925435:0,9744|S:1443708965435:0,9746:1443718325435:0,9767|L:1443789005435:0,9754:1443790445435:0,9669|L:1443794525435:0,9653:1443798485435:0,9708|S:1443793685435:0,9674:1443803045435:0,9694|L:1443799565435:0,9692:1443808925435:0,9716|S:1443804845435:0,9707:1443812405435:0,9714|L:1444009685435:0,9698:1444019045435:0,9711|S:1444028645435:0,9727:1444038005435:0,97|L:1444029245435:0,9707:1444038605435:0,9698|S:1444043885435:0,9729:1444053245435:0,9747|L:1444115405435:0,9737:1444124765435:0,9744|S:1444135205435:0,9738:1444143485435:0,9687|L:1444134125435:0,9732:1444144085435:0,9679|L:1444145285435:0,9675:1444154645435:0,9682|S:1444201685435:0,9682:1444211045435:0,9685|S:1444221005435:0,9674:1444227365435:0,9725|L:1444228925435:0,97:1444238285435:0,9727|S:1444233365435:0,9717:1444242725435:0,9725|L:1444288085435:0,9701:1444297445435:0,9665|S:1444290725435:0,9689:1444300085435:0,9668|S:1444306085435:0,9704:1444315445435:0,969|L:1444315565435:0,9683:1444324925435:0,9654|L:1444327445435:0,9644:1444336805435:0,9661|S:1444328765435:0,9646:1444338125435:0,9673|L:1444374245435:0,9647:1444383605435:0,9629|S:1444392605435:0,9618:1444401965435:0,9615|L:1444393205435:0,9597:1444402565435:0,9623|L:1444403525435:0,9612:1444412885435:0,9603|S:1444662605435:0,9622:1444671965435:0,9616|S:1444695485435:0,9645:1444704845435:0,9635|L:1444716245435:0,9615:1444725605435:0,961|S:1444725365435:0,9609:1444734725435:0,9596|L:1444729565435:0,9596:1444738925435:0,9584|L:1444739525435:0,9571:1444748885435:0,9597|S:1444745045435:0,9604:1444754405435:0,9586|L:1444806365435:0,9557:1444815725435:0,9561|L:1444825925435:0,9533:1444835285435:0,9526|S:1444830365435:0,9546:1444839725435:0,9508|L:1444846205435:0,9496:1444855565435:0,9494|S:1444894205435:0,9497:1444903565435:0,9496|S:1444912325435:0,9525:1444921685435:0,9507|L:1444919525435:0,9519:1444928885435:0,9503|S:1444929005435:0,9512:1444938365435:0,9518|S:1444979765435:0,9535:1444989125435:0,9537|L:1444995005435:0,9518:1445004365435:0,9524|S:1444996325435:0,9516:1445005685435:0,9518|L:1445011565435:0,9526:1445020925435:0,9513|L:1445242085435:0,9529:1445251445435:0,957|S:1445247485435:0,9569:1445256845435:0,9562|L:1445258285435:0,9545:1445267645435:0,9559|S:1445352365435:0,9549:1445361725435:0,9551|S:1445362925435:0,9567:1445372285435:0,9566|L:1445412725435:0,9542:1445419325435:0,9591|S:1445419325435:0,9591:1445428685435:0,9581|L:1445429525435:0,9566:1445438885435:0,9577|S:1445435405435:0,9582:1445444765435:0,9566|L:1445439725435:0,9564:1445449085435:0,957|S:1445498405435:0,9602:1445507765435:0,9628|S:1445517005435:0,9656:1445520125435:0,9707|L:1445519045435:0,9696:1445528405435:0,97|S:1445525405435:0,9713:1445534765435:0,9723|L:1445531765435:0,9709:1445541125435:0,973|L:1445584325435:0,9714:1445593685435:0,9729|S:1445584805435:0,9738:1445594165435:0,9733|S:1445599085435:0,9757:1445608805435:0,9786|L:1445599925435:0,9747:1445609405435:0,9773|L:1445609525435:0,9773:1445618885435:0,9774|L:1445844005435:0,9763:1445853365435:0,9795|S:1445848805435:0,9777:1445858165435:0,9808|L:1445869205435:0,9799:1445878565435:0,9822|S:1445932325435:0,9827:1445941685435:0,9835|S:1445958485435:0,9852:1445967845435:0,9863|S:1446048005435:0,9851:1446056765435:0,9921|S:1446057365435:0,9937:1446066725435:0,9943|L:1446059165435:0,9935:1446068525435:0,9939|L:1446103205435:0,9926:1446112565435:0,9903|L:1446127325435:0,9897:1446136685435:0,9917|S:1446127925435:0,9912:1446137285435:0,9916|S:1446188165435:0,9893:1446197525435:0,9871|L:1446190925435:0,9891:1446200285435:0,9874|S:1446204125435:0,9885:1446213485435:0,9891|L:1446213845435:0,9877:1446223205435:0,9869|S:1446220325435:0,9868:1446229685435:0,9872|S:1446538805435:0,9869:1446548165435:0,9887|L:1446572045435:0,9904:1446581405435:0,9903|S:1446575765435:0,9919:1446585125435:0,9906|L:1446713525435:0,9945:1446722885435:0,9964|S:1446733085435:0,9961:1446742445435:0,9965|S:1446816605435:0,9994:1446817325435:1,0047|S:1446817445435:1,0053:1446826805435:1,0051|L:1446821765435:1,0037:1446831125435:1,0064|L:1447055525435:1,0015:1447064885435:1,0032|L:1447086365435:1,0014:1447095725435:1,0027|S:1447159925435:1,0053:1447169285435:1,0061|S:1447170005435:1,0077:1447179365435:1,0069|S:1447317365435:1,0072:1447326725435:1,005|L:1447319045435:1,0061:1447328405435:1,0048|L:1447338965435:1,0024:1447348325435:1,001|S:1447341125435:1,0023:1447350485435:1,0009|L:1447421525435:1,001:1447424165435:1,0063|S:1447422245435:1,003:1447431605435:1,0079|L:1447659965435:1,0045:1447669325435:1,0064|S:1447767365435:1,0141:1447776725435:1,0146|S:1447862765435:1,0199:1447872125435:1,0185|S:1447873445435:1,0217:1447882805435:1,0194|L:1447874045435:1,0186:1447883405435:1,0197|L:1447897565435:1,0152:1447906925435:1,016|S:1447898165435:1,0166:1447907525435:1,0158|L:1447942445435:1,0174:1447951805435:1,0136|S:1447944605435:1,0164:1447953965435:1,015|L:1448010005435:1,0148:1448049605435:1,0136|S:1449046205435:1,0263:1449055565435:1,0264|L:1449052085435:1,0275:1449061445435:1,0265|S:1449068525435:1,029:1449077885435:1,0269|L:1449078005435:1,0257:1449082925435:1,0202|L:1449083045435:1,019:1449092405435:1,0189|S:1449504845435:1,0016:1449514205435:1,0012|L:1449561845435:0,9975:1449571205435:0,9981|S:1449579365435:0,9961:1449588725435:0,9928|L:1449588005435:0,9929:1449597365435:0,9923|L:1449649925435:0,9918:1449659285435:0,9903|S:1449650885435:0,9928:1449660245435:0,991|L:1449669005435:0,987:1449678365435:0,9869|L:1449681725435:0,9864:1449771125435:0,9881|S:1449675125435:0,9893:1449771125435:0,9882|L:1449829565435:0,9884:1449838925435:0,9871|L:1449841205435:0,9866:1449845765435:0,9813|S:1449846005435:0,9824:1449855365435:0,9831|L:1449851525435:0,9844:1449860885435:0,9827|L:1450092365435:0,983:1450101725435:0,9824|L:1450105925435:0,9813:1450115285435:0,9828|S:1450107605435:0,9809:1450116965435:0,984|L:1450164965435:0,9809:1450174325435:0,983|L:1450191125435:0,9866:1450198685435:0,992|S:1450190525435:0,9881:1450199885435:0,9917|L:1450250165435:0,9874:1450259525435:0,9904|L:1450271765435:0,9901:1450281125435:0,9871|L:1450282805435:0,9851:1450292165435:0,9835|L:1450293245435:0,9853:1450297805435:0,9908|S:1450292405435:0,9857:1450298165435:0,9914|S:1450298285435:0,9916:1450308125435:0,9934|L:1450298885435:0,9902:1450308245435:0,993|S:1450347965435:0,9976:1450357325435:0,9963|L:1450360925435:0,9946:1450370285435:0,9977|S:1450362365435:0,9967:1450371725435:0,9984|S:1450426445435:0,9948:1450435805435:0,9956|L:1450450925435:0,9935:1450460285435:0,994|S:1450684205435:0,9935:1450693565435:0,9954|L:1450716005435:0,9902:1450725365435:0,9929|L:1450789325435:0,9893:1450798685435:0,9875|S:1450886405435:0,9937:1450895765435:0,9925|L:1450947125435:0,9862:1450956485435:0,9861|;positions:164|profit:0,00390000000000013|drawdown:-0,0113000000000001|long:0,518292682926829|winratio:0,518292682926829|positivedaysratio:0,633333333333333|meanloss:-0,00186455696202531|meanwin:0,00177882352941176|meantrade:2,37804878048788E-05|stddeviationwin:0,00131767121826591|stddeviationloss:0,00178134055441569|stddeviation:0,0023963606248846|meanholdtime:169|hitSl:8|hitTp:6|hitTo:148;
